OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length,latitude,longitude,elevation,geocoded_name
498,usa,na,Fallon Range Complex,no,yes,no,na, ,22694b62-72ee-47c5-a046-54f274f4e29e,Fallon Range Complex,act,usn,nv,0.0681620613595442,2.88909571864069,,,,
499,usa,na,Naval Base Ventura County – Point Mugu Operating Facility,no,yes,no,na, ,8dff4892-e68e-40ea-b15e-6ed859b1b8c4,Naval Base Ventura County – Point Mugu Operating Facility,act,usn,ca,0.0017689096086996,0.253794020918661,,,,
500,usa,na,Broadway Complex,no,no,no,na, ,f22d6fc3-0cb2-4ed1-83ca-c64339296d22,Broadway Complex,act,usn,ca,5.94348239246756e-06,0.0104980236536842,,,,
501,usa,na,Navy Annex,no,no,no,na, ,edc68b5a-0e15-4ef2-a9ba-e89a9d1cffbd,Navy Annex,act,usn,ca,4.94764194627351e-05,0.0405310195376466,,,,
502,usa,na,Long Beach Fuel Complex,no,no,no,na, ,bd51cbd3-fcb2-4d7d-802d-35669aec938f,Long Beach Fuel Complex,act,usn,ca,4.36064010500559e-06,0.0131875519611886,,,,
503,usa,na,San Pedro Fuel Depot,no,no,no,na, ,dffd727f-a2be-408c-a2df-9571421a10fa,San Pedro Fuel Depot,act,usn,ca,0.0001325295795595,0.0584869275843094,,,,
504,usa,na,National City,no,no,no,na, ,629bff2c-4b43-498e-9d8d-a4ff363aded6,National City,act,usn,ca,5.52881124349369e-06,0.0114507039458451,32.67811,-117.0992,21.0,National City
505,usa,na,Holtville Carrier LS,no,no,no,na, ,6d68084e-10f2-4535-9e61-801a0576382d,Holtville Carrier LS,act,usn,ca,0.000466122142825,0.13402313278648,,,,
506,usa,na,San Nicolas Island,no,no,no,na, ,4efa618d-c893-42a5-ae0d-73db746e09ba,San Nicolas Island,act,usn,ca,0.0068200873904515,0.410635305471646,33.24947,-119.50038,203.0,San Nicolas Island
507,usa,na,NAVWPNSTA Seal Beach,no,no,no,na, ,815db7b7-9858-4480-8b8d-f2d9f40ef2fa,NAVWPNSTA Seal Beach,act,usn,ca,0.0018863905404487,0.261924382651377,33.74141,-118.10479,4.0,Seal Beach
508,usa,na,Imperial Beach NOLF,no,no,no,na, ,29da5bf5-220e-4524-a7a0-da27a24bd625,Imperial Beach NOLF,act,usn,ca,0.0004680901176925,0.12562793794411,,,,
509,usa,na,Silver Strand South,no,no,no,na, ,61767c01-3bb9-4ffc-a5f7-b17c7959e7f4,Silver Strand South,act,usn,ca,0.0002134963115167,0.0663176333429127,,,,
510,usa,na,Target 101 Shade Tree,no,no,no,na, ,44cf4c6e-b5c8-4adc-8e0c-dc469cfae2f0,Target 101 Shade Tree,act,usn,ca,0.0075051534900012,0.501223774690771,,,,
511,usa,na,San Clemente IS NALF,no,no,no,na, ,e2032737-df3e-407f-947b-40c01bc88453,San Clemente IS NALF,act,usn,ca,0.0140745737412544,0.917623900352542,,,,
512,usa,na,Old Town Site 1,no,no,no,na, ,a07896a1-fd0a-408c-b104-67fd780989a5,Old Town Site 1,act,usn,ca,1.83536176336929e-05,0.0254780234090778,,,,
513,usa,na,Santa Cruz Island,no,no,no,na, ,5d5659c2-3b01-44ac-961c-9902b2cd1458,Santa Cruz Island,act,usn,ca,3.13558302877937e-06,0.0145114726691098,34.0262,-119.76505,656.0,Santa Cruz Island
514,usa,na,CSO NAS Alameda,no,no,no,na, ,0a277a34-a4c0-4e4b-9d73-63c251d6db02,CSO NAS Alameda,care,usn,ca,2.40613780988497e-06,0.0069882445236573,37.77099,-122.26087,10.0,Alameda
515,usa,na,NAVPMOSSP Magna Utah,no,no,no,na, ,88e28fdb-76f0-44af-8f13-990e55b50635,NAVPMOSSP Magna Utah,act,usn,ut,0.000228975511618,0.0913193566025282,,,,
516,usa,na,Warner Springs Rts,no,no,no,na, ,0684b97e-4933-413c-981e-7a6158180e4a,Warner Springs Rts,act,usn,ca,0.0004937293574585,0.157113412813082,,,,
517,usa,na,NAVSUPPACT Monterey CA,no,no,no,na, ,da14247b-840d-4d55-a7ea-cd7864b53bb9,NAVSUPPACT Monterey CA,act,usn,ca,5.42224324817653e-05,0.0323014603176903,,,,
518,usa,na,Amphib Base Coronado West,no,no,no,na, ,1fd44328-d455-4a29-a61d-6f9092309aad,Amphib Base Coronado West,act,usn,ca,2.82664473161276e-05,0.0256958515223239,,,,
519,usa,na,Naval Air Weapons Station China Lake,no,yes,no,na, ,a1791bb8-bcaa-4bd1-9e4c-4c6e7aeae689,Naval Air Weapons Station China Lake,act,usn,ca,0.460403520892591,5.31477933462666,,,,
520,usa,na,Naval Base Ventura County – Port Hueneme Operating Facility,no,yes,no,na, ,fef082bb-5cd2-4623-9295-7ed860ed61af,Naval Base Ventura County – Port Hueneme Operating Facility,act,usn,ca,0.0006369065429225,0.128165573228545,,,,
521,usa,na,South Point,no,no,no,na, ,4b7cc704-9254-4ebe-ac8e-50d9775d849d,South Point,act,usn,ca,1.93227740510338e-05,0.0231049152526788,34.14516,-79.80979,37.0,South Point
522,usa,na,Fallbrook California,no,no,no,na, ,2dd1f83a-175c-4fa0-b06f-67b1d9ccba48,Fallbrook California,act,usn,ca,0.0034907202784304,0.266314049629139,,,,
523,usa,na,Dryside,no,no,no,na, ,0bf8d261-f305-4227-946b-5a5e71031f57,Dryside,act,usn,ca,0.0001262393236629,0.0761389175651754,,,,
524,usa,na,Sewage Evaporation Pond,no,no,no,na, ,40fdecb9-c086-4f18-a738-c49ea2374302,Sewage Evaporation Pond,act,usn,ca,0.0001748672139001,0.0627199872186181,,,,
525,usa,na,NAVPMOSSP Mtn View,no,no,no,na, ,b13e45a2-d1a3-4280-b2a8-f3cc4de3f47e,NAVPMOSSP Mtn View,act,usn,ca,2.03578847504104e-05,0.0182600615316377,,,,
526,usa,na,Mission Gorge Rec Area,no,no,no,na, ,87eb6644-f0c3-4fe2-b179-60792629d913,Mission Gorge Rec Area,act,usn,ca,0.0001742106412621,0.0794833263732463,,,,
527,usa,na,Camp Morena,no,no,no,na, ,1d919236-0ddc-490c-b80d-1a39b2357ca7,Camp Morena,act,usn,ca,5.05048449213064e-05,0.0352091496476211,,,,
528,usa,na,Camp Michael Monsoor,no,no,no,na, ,6d28c068-3163-4e24-98ad-6dc532c4a58f,Camp Michael Monsoor,act,usn,ca,0.0013159968727904,0.285686584456878,,,,
529,usa,na,Naval Weapons Station Seal Beach Detachment Norco,no,yes,no,na, ,2347a004-de94-483e-94aa-1c9c281750c8,Naval Weapons Station Seal Beach Detachment Norco,act,usn,ca,9.61907896908087e-05,0.0587406321397073,,,,
530,usa,na,NAVBASE Coronado,no,no,no,na, ,ef08756e-e381-4d77-ab7f-96703ce32cea,NAVBASE Coronado,act,usn,ca,0.0010801976766288,0.1479424919891,,,,
531,usa,na,Amphib Base Coronado East,no,no,no,na, ,c691731a-304c-428e-8a06-2c07511a818f,Amphib Base Coronado East,act,usn,ca,0.0002615555360989,0.1182659864648,,,,
532,usa,na,Naval Base San Diego,no,yes,no,na, ,39123ab7-1504-47f4-8fb0-20c65887a119,Naval Base San Diego,act,usn,ca,0.0002769738805454,0.116583550504932,,,,
533,usa,na,NAVOBSSTA Flagstaff AZ,no,no,no,na, ,cb1ae26d-8e6b-420c-ae47-903b7a49a3a9,NAVOBSSTA Flagstaff AZ,act,usn,az,0.0001149611413283,0.0700495018747998,,,,
534,usa,na,Arlington Service Ctr,no,no,no,na, ,a6845150-ab6a-4f3d-9483-1c4b5432b3bc,Arlington Service Ctr,act,usn,va,8.14547820482403e-06,0.0137673188909818,,,,
535,usa,na,Naval Research Laboratory – Tilghman,no,yes,no,na, ,bf3f4cf2-512f-4660-8090-0888597acecb,Naval Research Laboratory – Tilghman,act,usn,md,1.09098436951172e-06,0.0057935936535931,,,,
536,usa,na,Gambrills MD,no,no,no,na, ,3876391a-0037-4b49-a043-ce03932d792a,Gambrills MD,act,usn,md,0.0003518376481679,0.107422091911797,,,,
538,usa,na,Naval Air Station Patuxent River,no,yes,no,na, ,fb9b9195-8540-4434-8d42-c039f1285b9f,Naval Air Station Patuxent River,act,usn,md,0.0027690942076787,0.300396012751248,38.28374,-76.41853,8.0,NAS Pax River
539,usa,na,Webster Field,no,no,no,na, ,1a701bf4-a2f3-46cc-9733-f3b7fc0306d1,Webster Field,act,usn,md,0.0004038894123823,0.161182572868925,43.67479,-70.50034,71.0,Webster Field
540,usa,na,NAVSUPPACT Bethesda MD,no,no,no,na, ,a0ce61ff-d707-4940-baaf-2e82ce7a6c1c,NAVSUPPACT Bethesda MD,act,usn,md,0.000100101834505,0.0421077037273761,,,,
541,usa,na,Naval Observatory,no,no,no,na, ,93775c78-bcb0-49cf-8611-4997235e81cf,Naval Observatory,act,usn,dc,3.03176348097622e-05,0.0197422824919406,,,,
543,usa,na,Upper Yard Annapolis,no,no,no,na, ,180b6197-2408-4923-b0d1-5ec205d457ea,Upper Yard Annapolis,act,usn,md,6.85034028720111e-05,0.0464846944153742,,,,
544,usa,na,Naval Support Facility Dahlgren,no,yes,no,na, ,fa9b2721-9024-4013-bc19-e4709706bd43,Naval Support Facility Dahlgren,act,usn,va,0.0011146038464175,0.138960971810718,,,,
545,usa,na,Chesapeake Bay Detach,no,no,no,na, ,d6f99636-ca75-4e64-8f36-8653ba7c5142,Chesapeake Bay Detach,act,usn,md,6.725803837071e-05,0.0550012619012807,,,,
546,usa,na,Naval Research Laboratory,no,yes,no,na, ,c05174f6-62ee-435a-b093-28c5a785ee9d,Naval Research Laboratory,act,usn,dc,5.52081098965582e-05,0.0418592891512182,,,,
547,usa,na,Pumpkin Neck,no,no,no,na, ,53778f6d-5633-43ed-a530-87da522f8ba9,Pumpkin Neck,act,usn,va,0.0006797206203827,0.157408903856571,38.30068,-77.07609,33.0,Pumpkin Neck
548,usa,na,NMIC Suitland,no,no,no,na, ,de64b132-12c0-43b5-9b5b-82c2bf9e23d8,NMIC Suitland,act,usn,md,1.7225434021384e-05,0.0179028400365569,,,,
549,usa,na,Naval Support Facility Indian Head,no,yes,no,na, ,73097ac8-bef9-4948-9df2-0c1e0f8ee770,Naval Support Facility Indian Head,act,usn,md,0.0008270941414139,0.225755249305471,,,,
550,usa,na,Stump Neck Area,no,no,no,na, ,87fb1e0b-a3ea-42ed-86d8-2147c421bf13,Stump Neck Area,act,usn,md,0.000387363812706,0.238398999609646,,,,
551,usa,na,NAVACAD North Severn,no,no,no,na, ,cc507511-04f8-4cf0-b6ab-87f596626f2c,NAVACAD North Severn,act,usn,md,0.0004246836658694,0.202244662491239,,,,
552,usa,na,NRC Solomons,no,no,no,na, ,a583689c-b629-497d-b5ec-d42fb2957f65,NRC Solomons,act,usn,md,0.0001244759277538,0.0876138234520379,,,,
554,usa,na,NAF El Centro,no,no,no,na, ,584dce1b-b066-4c26-a983-c869e6399d76,NAF El Centro,act,usn,ca,0.0010438424617405,0.196513802295285,32.792,-115.56305,12.0,El Centro
555,usa,na,NAS Lemoore CA,no,no,no,na, ,49fead4a-29e2-4ff2-93d3-d579d7bb25b0,NAS Lemoore CA,act,usn,ca,0.0074554692814672,0.475547138122935,,,,
556,usa,na,Naval Base Point Loma,no,yes,no,na, ,c140c92c-16f5-47b4-a632-6db1acc2ba00,Naval Base Point Loma,act,usn,ca,0.0004462995705125,0.180864250591618,,,,
557,usa,na,Defense Advanced Research Projects Agency,no,yes,no,na, ,5593d585-eba7-4902-a375-3c7a77f27159,Defense Advanced Research Projects Agency,act,whs,va,7.66239963922999e-07,0.0035474939459543,,,,
558,usa,na,Air Force Office of Scientific Research,no,yes,no,na, ,b464a05a-a6b5-449b-aaa0-309d955300fd,Air Force Office of Scientific Research,act,whs,va,4.55495182904997e-07,0.0027225331360035,,,,
559,usa,na,Mark Center,no,yes,no,na, ,cc4e73ff-9252-42af-b180-94c4f3cafc08,Mark Center,act,whs,va,7.81186122367217e-06,0.0196942176163669,41.28894,-84.63106,219.0,Mark Center
560,usa,na,Pentagon,no,yes,no,na, ,9120b985-c868-4800-913c-f761d4e6971b,Pentagon,act,whs,va,9.40735212680011e-05,0.0786037079909675,38.87488,-77.05662,14.0,Pentagon Army Heliport
561,usa,na,NALF Goliad,no,no,no,na, ,d396f68e-bf54-4a00-886d-bd511e668d0d,NALF Goliad,act,usn,tx,0.0004243182686423,0.152368903206252,,,,
562,usa,na,Dredgers Key-Sigsbee,no,no,no,na, ,81e29610-b008-43cb-9578-a2f69f558204,Dredgers Key-Sigsbee,act,usn,fl,0.0001293912495157,0.071614809429076,,,,
563,usa,na,Fleming Key Magazine,no,no,no,na, ,5acff40c-02bc-4302-b3b3-867f81ecc0b9,Fleming Key Magazine,act,usn,fl,0.0001222927658091,0.076633040791629,,,,
564,usa,na,Dixie Target Range,no,no,no,na, ,6a02bae4-5ebc-423c-b286-19e78367c477,Dixie Target Range,act,usn,tx,0.0029112796883055,0.28787042389103,,,,
565,usa,na,Pineros Island,no,no,no,na, ,34e1f085-a9b8-4b7d-b54d-5dbeca4eba3f,Pineros Island,care,usn,pr,0.0001127868181356,0.0668297126371705,,,,
566,usa,na,Vieques West PR,no,no,no,na, ,765ace5e-4a23-4f16-9a8a-f30784c9a4a5,Vieques West PR,act,usn,pr,2.98515294616664e-05,0.0258390702508081,,,,
567,usa,na,NAS Key West FL,no,no,no,na, ,9d736c50-43bc-4eec-898f-7512f3c2ad79,NAS Key West FL,act,usn,fl,0.0013623367585751,0.478842825422456,,,,
568,usa,na,Cabeza De Perro,no,no,no,na, ,b796b556-91bb-47ef-8626-39021f98c24d,Cabeza De Perro,care,usn,pr,9.7832751180249e-06,0.0186066878272969,18.24837,-65.57766,26.0,Cabeza de Perro
569,usa,na,Pico Del Este - AFWTF,no,no,no,na, ,9988b313-f3f1-4e59-9927-54ef9541345a,Pico Del Este - AFWTF,clsd,usn,pr,7.50543222238775e-07,0.0053764980057665,,,,
570,usa,na,NSGA Sabana Seca PR,no,no,no,na, ,c35d0607-fe70-43aa-80e3-576428c7a0fe,NSGA Sabana Seca PR,clsd,usn,pr,4.61068907497975e-07,0.0029605491069168,,,,
571,usa,na,Det Concord (BRAC),no,no,no,na, ,6f6e8a39-aaee-423a-962d-10ca1e41e2c7,Det Concord (BRAC),care,usn,ca,0.0021992216775288,0.433824244338818,,,,
572,usa,na,NAS JRB Willow Grove PA,no,no,no,na, ,db079fb9-6536-44c4-85c1-77f674ae6e2d,NAS JRB Willow Grove PA,care,usn,pa,0.0003778800783038,0.13150905580118,,,,
573,usa,na,CSO NAS South Weymouth,no,no,no,na, ,b3a0f85b-7cc1-4bd4-a6a7-a04a9e8e8233,CSO NAS South Weymouth,care,usn,ma,2.68291025804501e-05,0.0197449372682856,42.1751,-70.94949,55.0,South Weymouth
574,usa,na,NAS Brunswick ME,no,no,no,na, ,7af5428a-e47a-4c22-a606-f4fb00c3e5c6,NAS Brunswick ME,care,usn,me,0.0014217692325928,0.237681037765233,,,,
575,usa,na,Melrose Air Force Range,no,no,no,na, ,dd9aa868-5bf6-41c7-9c6c-17d03f57507c,Melrose Air Force Range,act,usaf,nm,0.023248930885984,0.805524011863816,,,,
577,usa,na,Ellsworth AFB,no,yes,no,na, ,b6950fdf-82c2-4ac3-8f3f-bf6795cc0815,Ellsworth AFB,act,usaf,sd,0.0023930164129524,0.28859726979445,,,,
579,usa,na,Eareckson Air Station,no,yes,no,na, ,7cc3aa3f-7e5e-4e21-a783-16f2631a4b34,Eareckson Air Station,act,usaf,ak,0.0018805259051077,0.344203921718587,52.71369,174.11508,,Eareckson AS
580,usa,na,Air Force Plant 6,no,no,no,na, ,6f17edbf-e6fb-4a18-9ff9-3a42dd540a99,Air Force Plant 6,act,usaf,ga,0.0002989653266922,0.126085534504483,,,,
581,usa,na,Barry M Goldwater Range,no,no,no,na, ,eecfa0ad-7355-4ef8-a8e5-d1b0bc7c582b,Barry M Goldwater Range,act,usaf,az,0.0007846383671221,0.117713077524226,,,,
582,usa,na,Gen Mitchell IAP,no,no,no,na, ,be38ae97-3afd-47c5-b652-7d868f0316f0,Gen Mitchell IAP,act,airNationalGuard,wi,2.94338408366457e-05,0.0268017789253944,,,,
583,usa,na,Duluth IAP,no,no,no,na, ,7aa47031-9d66-4141-acee-fcef8cf7271d,Duluth IAP,act,airNationalGuard,mn,0.0001018063794617,0.12138876306194,,,,
584,usa,na,Mansfield Lahm Airport ANG 179th AW,no,no,no,na, ,60fe18cb-55fa-4c33-8188-8651b82e06a1,Mansfield Lahm Airport ANG 179th AW,act,airNationalGuard,oh,2.85591302144894e-05,0.0371185968140648,,,,
585,usa,na,Alpena County Regional Airport,no,no,no,na, ,9401625c-d494-48db-8550-7d2588a66218,Alpena County Regional Airport,act,airNationalGuard,mi,0.0002506904897927,0.10419053167662,45.07807,-83.56026,207.0,Alpena County Regional Airport
586,usa,na,Point Arena Air Force Station,no,no,no,na, ,a5a57bc8-c08d-490d-89af-458782cce75f,Point Arena Air Force Station,care,usaf,ca,3.36621169481077e-05,0.0481106732708451,,,,
587,usa,na,McClellan AFB,no,no,no,na, ,101ccc64-ec85-4ef1-b242-48be21923ef5,McClellan AFB,clsd,usaf,ca,0.0012081611830581,0.221425212093829,,,,
588,usa,na,Malmstrom Air Force Base,no,yes,no,na, ,5159a88e-2f75-4ed8-b0fc-b588890b3856,Malmstrom Air Force Base,act,usaf,mt,0.0015856853246987,0.223070748229876,47.50549,-111.18302,1055.0,Malmstrom Air Force Base
589,usa,na,Fort Smith Map,no,no,no,na, ,,Fort Smith Map,act,airNationalGuard,ar,0.0004617147949375,0.132015648244695,,,,
590,usa,na,Tucson IAP,no,no,no,na, ,,Tucson IAP,act,airNationalGuard,az,3.62931016297807e-05,0.0289955839940361,,,,
591,usa,na,Hector IAP,no,no,no,na, ,910c2ccd-3f09-460e-8318-11f30baf3364,Hector IAP,act,airNationalGuard,nd,0.0001231942283084,0.0587320584749212,,,,
592,usa,na,McEntire Joint National Guard Base,no,no,no,na, ,5aedcd83-1ac8-49e8-848a-772fe47810d3,McEntire Joint National Guard Base,act,airNationalGuard,sc,0.0009620588832603,0.165135833625701,,,,
593,usa,na,Minot Air Force Base,no,yes,no,na, ,f4c64ce8-78d9-4d54-8eed-3b7ccbff35ef,Minot Air Force Base,act,usaf,nd,0.0024416961537099,0.336465583043924,48.42087,-101.33914,494.0,Minot Air Force Base
594,usa,na,Fresno Yosemite International ANG,no,no,no,na, ,,Fresno Yosemite International ANG,act,airNationalGuard,ca,4.81109800603008e-05,0.0554943222396872,,,,
595,usa,na,Great Falls IAP,no,no,no,na, ,,Great Falls IAP,act,airNationalGuard,mt,6.45453724246181e-05,0.0413722429346918,,,,
596,usa,na,Montgomery Regional Airport ANGB,no,no,no,na, ,9d142949-3705-4624-ac7b-46ab8428924f,Montgomery Regional Airport ANGB,act,airNationalGuard,al,3.37196174768906e-05,0.0339387897108916,,,,
597,usa,na,McLaughlin ANGB,no,no,no,na, ,75f13f38-c695-4f02-8ed2-9196a45c688a,McLaughlin ANGB,act,airNationalGuard,wv,5.15226815878123e-05,0.0361692397275382,,,,
598,usa,na,New Castle Airport,no,no,no,na, ,038156bf-0cac-4bc6-b263-3bdc366c117a,New Castle Airport,act,airNationalGuard,de,3.28660842114914e-05,0.0347480735124437,39.67845,-75.60632,22.0,New Castle Airport
599,usa,na,Jacksonville IAP,no,no,no,na, ,,Jacksonville IAP,act,airNationalGuard,fl,0.0002063234351226,0.0944912775020575,,,,
600,usa,na,Hancock Field,no,no,no,na, ,,Hancock Field,act,airNationalGuard,ny,0.0001594678567471,0.104809860791704,42.08871,-71.06394,73.0,Hancock Field
601,usa,na,Bangor IAP,no,no,no,na, ,,Bangor IAP,act,airNationalGuard,me,0.0001248702292286,0.0875839391482991,,,,
602,usa,na,General Wayne A Downing Peoria IAP,no,no,no,na, ,626deefb-281b-467d-b2dc-de112bad6ef3,General Wayne A Downing Peoria IAP,act,airNationalGuard,il,0.0001558514686621,0.0632993969817122,,,,
603,usa,na,Hulman Fld,no,no,no,na, ,,Hulman Fld,act,airNationalGuard,in,4.10817558531562e-05,0.0532955785266363,,,,
604,usa,na,Toledo/Exp Airport,no,no,no,na, ,,Toledo/Exp Airport,act,airNationalGuard,oh,5.91536877436738e-05,0.0509919139745503,,,,
605,usa,na,Truax ANGB,no,no,no,na, ,,Truax ANGB,act,airNationalGuard,wi,6.78296264595701e-05,0.0533317720099376,,,,
606,usa,na,Volk ANGB,no,no,no,na, ,,Volk ANGB,act,airNationalGuard,wi,0.0043168554902877,0.489964686806933,,,,
607,usa,na,Hardwood Range,no,yes,no,na, ,,Hardwood Range,act,airNationalGuard,wi,0.0033109836163021,0.287943320008041,,,,
608,usa,na,Smoky Hill ANG Range,no,no,no,na, ,,Smoky Hill ANG Range,act,airNationalGuard,ks,0.0142227718708909,0.637550930587354,,,,
609,usa,na,Capital Airport,no,no,no,na, ,,Capital Airport,act,airNationalGuard,il,4.00881192490488e-05,0.0306978765542213,39.8444,-89.67354,179.0,Abraham Lincoln Capital Airport
610,usa,na,Salt Lake City IAP,no,no,no,na, ,,Salt Lake City IAP,act,airNationalGuard,ut,6.04449696766096e-05,0.0338341340609482,,,,
611,usa,na,Goldwater ANGB,no,no,no,na, ,,Goldwater ANGB,act,airNationalGuard,az,2.36240450703917e-05,0.0238877929269821,,,,
612,usa,na,Portland IAP ANG,no,no,no,na, ,76deba76-85c2-486c-8dff-54c84f004004,Portland IAP ANG,act,airNationalGuard,or,0.0001034190154314,0.0522273512247024,,,,
613,usa,na,Lincoln Map,no,no,no,na, ,,Lincoln Map,act,airNationalGuard,ne,4.93109935177927e-05,0.0347621563290403,,,,
614,usa,na,Rickenbacker,no,no,no,na, ,,Rickenbacker,act,airNationalGuard,oh,7.17381490176194e-05,0.0544833135489595,39.8172,-82.93616,225.0,Rickenbacker International Airport
615,usa,na,Quonset State Airport,no,no,no,na, ,,Quonset State Airport,act,airNationalGuard,ri,4.61424926925247e-05,0.0433803149151253,41.59744,-71.41483,2.0,Quonset State Airport
616,usa,na,Ellington Field Joint Reserve Base,no,yes,no,na, ,,Ellington Field Joint Reserve Base,act,airNationalGuard,tx,8.03755433480546e-05,0.0518355421618197,,,,
617,usa,na,Stewart IAP,no,no,no,na, ,,Stewart IAP,act,airNationalGuard,ny,0.0001132520683313,0.0487837036809599,,,,
618,usa,na,Pease ANGB NH,no,no,no,na, ,,Pease ANGB NH,act,airNationalGuard,nh,9.75743355411396e-05,0.0557326070540171,,,,
619,usa,na,Arbuckle Airfield,no,no,no,na, ,d283dca8-f6fe-45fa-813f-d9d9216c303c,Arbuckle Airfield,act,usaf,fl,0.0006519634969208,0.140798450762782,,,,
620,usa,na,Avon Park AF Range,no,no,no,na, ,eaf47168-c845-464f-95ed-a9c40046ffe7,Avon Park AF Range,act,usaf,fl,0.0393830424832231,1.20555691329449,,,,
622,usa,na,Nashville IAP,no,no,no,na, ,,Nashville IAP,act,airNationalGuard,tn,3.56207572167477e-05,0.0259165459641207,,,,
623,usa,na,Birmingham Airport,no,no,no,na, ,,Birmingham Airport,act,airNationalGuard,al,5.53846455204621e-05,0.0781942587131982,52.45386,-1.74803,99.0,Birmingham Airport
624,usa,na,Bradley IAP,no,no,no,na, ,,Bradley IAP,act,airNationalGuard,ct,6.48366433324554e-05,0.0413519385991004,,,,
625,usa,na,Forbes Field ANG,no,no,no,na, ,,Forbes Field ANG,act,airNationalGuard,ks,8.61324751895154e-05,0.0600304544842826,,,,
626,usa,na,Cheyenne Regional Airport,no,no,no,na, ,,Cheyenne Regional Airport,act,airNationalGuard,wy,3.31865899170225e-05,0.0449649625134229,,,,
627,usa,na,Des Moines IAP,no,no,no,na, ,,Des Moines IAP,act,airNationalGuard,ia,7.06871126112674e-05,0.0473981105140662,,,,
628,usa,na,Luis Munoz Marin IAP,no,no,no,na, ,,Luis Munoz Marin IAP,act,usaf,pr,3.30149193814577e-05,0.0277333385195409,,,,
629,usa,na,Joe Foss Field,no,no,no,na, ,,Joe Foss Field,act,airNationalGuard,sd,7.59646154619986e-05,0.0731969730458258,43.58136,-96.74172,433.0,Joe Foss Field
630,usa,na,Jackson IAP Thompson Field,no,no,no,na, ,,Jackson IAP Thompson Field,act,airNationalGuard,ms,4.67354013835575e-05,0.0507712421260061,,,,
631,usa,na,Martin State Airport,no,no,no,na, ,,Martin State Airport,act,airNationalGuard,md,7.4201641837135e-05,0.0479669466135665,39.32566,-76.41357,5.0,Martin State Airport
632,usa,na,Memphis IAP,no,no,no,na, ,,Memphis IAP,act,airNationalGuard,tn,4.75076783459372e-05,0.0315482904709984,,,,
633,usa,na,Gulfport-Biloxi Regional Airport (ANG),no,no,no,na, ,,Gulfport-Biloxi Regional Airport (ANG),act,airNationalGuard,ms,4.09795479754393e-05,0.0325288643980571,,,,
634,usa,na,Channel Islands ANG Station,no,no,no,na, ,,Channel Islands ANG Station,act,airNationalGuard,ca,7.24302499293117e-05,0.0358324667366232,,,,
635,usa,na,Louisville IAP-Standiford FL Site 1,no,no,no,na, ,,Louisville IAP-Standiford FL Site 1,act,airNationalGuard,ky,3.38919339810673e-05,0.0317067909298187,,,,
636,usa,na,Reno Tahoe IAP,no,no,no,na, ,,Reno Tahoe IAP,act,airNationalGuard,nv,2.54963538282027e-05,0.0227621518697411,,,,
637,usa,na,Springfield Beckley,no,no,no,na, ,,Springfield Beckley,act,airNationalGuard,oh,5.63472965495748e-05,0.0488771423596389,,,,
638,usa,na,Schenectady ANG MAP,no,no,no,na, ,,Schenectady ANG MAP,act,airNationalGuard,ny,5.61851750262576e-05,0.0424835679149364,,,,
639,usa,na,Will Rogers World Airport,no,no,no,na, ,,Will Rogers World Airport,act,airNationalGuard,ok,5.42594004855346e-05,0.0291788087550418,35.39312,-97.60087,393.0,Will Rogers World Airport
640,usa,na,Kingsley Field Cantonement Site 1,no,no,no,na, ,,Kingsley Field Cantonement Site 1,act,airNationalGuard,or,0.0001467242414037,0.152156200752678,,,,
641,usa,na,Burlington IAP,no,no,no,na, ,,Burlington IAP,act,airNationalGuard,vt,0.0001137566230227,0.0769145747949914,,,,
642,usa,na,Tulsa IAP,no,no,no,na, ,,Tulsa IAP,act,airNationalGuard,ok,4.0758267914498e-05,0.0375858744154764,,,,
643,usa,na,Boise Air Terminal,no,no,no,na, ,,Boise Air Terminal,act,airNationalGuard,id,0.0002648136810421,0.113512373442912,43.56156,-116.23984,857.0,Boise Airport
644,usa,na,EWVRA Shepherd Field,no,no,no,na, ,,EWVRA Shepherd Field,act,airNationalGuard,wv,0.00013167001498,0.0882944731738276,,,,
645,usa,na,Jacksonville FL Maint,no,no,no,na, ,00000000-0000-0000-0000-000000000000,Jacksonville FL Maint,act,usmcr,fl,4.46926776476175e-05,0.0401075581565764,,,,
646,usa,na,NAVSUPPACT Annapolis,no,no,no,na, ,,NAVSUPPACT Annapolis,act,usn,md,7.90481353760697e-05,0.0468596633754891,,,,
647,usa,na,Naval Research Laboratory – Stennis Space Center,no,yes,no,na, ,8d8806d3-571e-4f5b-8acf-ec9818baf7d4,Naval Research Laboratory – Stennis Space Center,act,usn,ms,0.005292581095091,0.368851173198218,,,,
649,usa,na,Savannah/Hilton Head IAP,no,no,no,na, ,,Savannah/Hilton Head IAP,act,airNationalGuard,ga,7.97614253922885e-05,0.0771134302037511,,,,
650,usa,na,Ramey AF Solar Observatory Research Site,no,no,no,na, ,,Ramey AF Solar Observatory Research Site,act,usaf,pr,9.84000280368491e-07,0.0044919966891159,,,,
651,usa,na,Verona Defense Fuel Support Point,no,no,no,na, ,,Verona Defense Fuel Support Point,act,usaf,ny,5.84624490329588e-06,0.0100287662170488,,,,
